Reference,publised_year,Species
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Leopardus pardalis
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Leopardus tigrinus
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Leopardus tigrinus
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Leopardus tigrinus
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Leopardus wiedii
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Leopardus wiedii
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Panthera onca
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Puma concolor
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Conepatus semistriatus
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Eira barbara
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Eira barbara
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Eira barbara
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Galictis cuja
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Galictis cuja
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Galictis cuja
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Galictis cuja
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Galictis cuja
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Galictis cuja
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Lontra longicaudis
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Lontra longicaudis
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Nasua nasua
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Nasua nasua
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Nasua nasua
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Nasua nasua
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Procyon cancrivorus
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Procyon cancrivorus
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Procyon cancrivorus
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Procyon cancrivorus
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Mazama americana
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Pecari tajacu
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Pecari tajacu
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Pecari tajacu
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Pecari tajacu
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Pecari tajacu
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Tapirus terrestris
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Cuniculus paca
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Cuniculus paca
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Cuniculus paca
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Hydrochoerus hydrochaeris
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Sylvilagus brasiliensis
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Sylvilagus brasiliensis
"Geise, L., Pereira, L.G., Bossi, D.E.P. and Bergallo, H.G. (2004). Pattern of elevational distribution and richness of non volant mammals in Itatiaia National Park and its surroundings, in southeastern Brazil. Braz. J. Biol. 64, 599-612.",2004,Sylvilagus brasiliensis
"Pinto, L. P. S., Costa, C.M.R., Strier, K.B., and da Fonseca, G.A.B. (1993). Habitat, density and group size of primates in a Brazilian tropical forest. Folia Primatologica 61.3, 135-143.",1993,Alouatta guariba
"Pinto, L. P. S., Costa, C.M.R., Strier, K.B., and da Fonseca, G.A.B. (1993). Habitat, density and group size of primates in a Brazilian tropical forest. Folia Primatologica 61.3, 135-143.",1993,Sapajus nigritus
"Pinto, L. P. S., Costa, C.M.R., Strier, K.B., and da Fonseca, G.A.B. (1993). Habitat, density and group size of primates in a Brazilian tropical forest. Folia Primatologica 61.3, 135-143.",1993,Brachyteles arachnoides
"Pinto, L. P. S., Costa, C.M.R., Strier, K.B., and da Fonseca, G.A.B. (1993). Habitat, density and group size of primates in a Brazilian tropical forest. Folia Primatologica 61.3, 135-143.",1993,Callicebus personatus
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Dasyprocta azarae
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Nasua nasua
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Mazama gouazoubira
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Dasypus novemcinctus
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Sus scrofa
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Didelphis aurita
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Cuniculus paca
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Pecari tajacu
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Mazama americana
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Leopardus pardalis
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Didelphis albiventris
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Leopardus tigrinus
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Eira barbara
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Herpailurus yagouaroundi
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Leopardus wiedii
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Cabassous unicinctus
"D'Bastiani, E., D'Bastiani, M., Pereira, A. D., Bovendorp, R. S., Junior, H. F., Marques, J. L. A., Bazili, S. (2018). Inventory of medium and large mammals in the Biological Reserve of Araucarias, Parana, Brazil. Acta Biologica 47, 15-31.",2018,Galictis cuja
